,TENet,ENet
PC795,0.0,0.0
PC796,-0.763025369,0.0
PC797,0.0,0.0
PC798,0.0,0.0
PC799,0.0,0.0
PC800,0.0,0.0
PC801,0.0,0.0
PC802,0.0,0.0
PC803,0.0,0.0
PC804,0.0,0.0
PC805,0.0,0.0
PC806,0.0,0.0
PC807,0.0,0.0
PC808,0.0,0.0
PC809,0.0,0.0
PC810,0.0,0.0
PC811,0.0,0.0
PC812,0.0,0.0
PC813,0.0,0.0
PC814,0.0,0.0
PC815,0.0,0.0
PC816,0.0,0.0
PC817,0.0,0.0
PC818,0.0,0.0
PC819,0.0,0.0
PC820,0.0,0.0
PC821,0.0,0.0
PC822,0.0,0.0
PC823,0.0,0.0
PC824,0.0,0.0
PC825,0.266288911920786,0.0
PC826,0.0,0.0
PC827,0.194429451604003,0.0
PC828,0.0,0.0
PC829,0.0,0.0
PC830,0.0,0.0
PC831,0.0,0.0
PC832,0.0,0.0
PC833,-0.430751487,0.0
PC834,0.0,0.0
PC835,0.0,0.0
PC836,0.0,0.0
PC837,0.0,0.0
PC838,0.0,0.0
PC839,-0.138618274,0.0
PC840,-0.766009739,0.0
PC841,2.14683994511175,0.0
PC842,0.0,0.0
PC843,0.0,0.0
PC844,0.0,0.0
PC845,0.0,0.0
PC846,0.0,0.0
PC847,0.0,0.0
PC848,0.0,0.0
PC849,0.0,0.0
PC850,0.0,0.0
PC851,0.0,0.0
PC852,0.222088279177407,0.0
PC853,-1.126301713,0.0
PC854,0.0,0.0
PC855,0.539575923093485,0.0
PC856,0.0,0.0
PC857,0.0,0.0
PC858,-0.055047497,0.0
PC859,0.0,0.0
PC860,0.0,0.0
PC861,0.474600904748347,0.0
PC862,0.0,0.0
PC863,0.0,0.0
PC864,0.0,0.0
PC865,0.0,0.0
PC866,0.0,0.0
PC867,0.0,0.0
PC868,0.0,0.0
PC869,0.727812333,0.0
PC870,0.0,0.0
PC871,0.0,0.0
PC872,0.733265366417407,0.0
PC873,0.0,0.0
PC874,0.0,0.0
PC875,0.0,0.0
PC876,0.0,0.0
PC877,0.0,0.0
PC878,0.0,0.0
PC879,0.0,0.0
PC880,0.0,0.0
PC881,0.0,0.0
PC882,0.0,0.0
PC883,0.0,0.0
PC884,-0.071626332,0.0
PC885,0.0,0.0
PC886,0.0,0.0
PC887,0.0,0.0
PC888,0.0,0.0
PC889,0.0,0.0
PC890,0.0,0.0
PC891,0.0,0.0
PC892,0.0,0.0
PC893,0.0,0.0
PC894,0.0,0.0
PC895,-0.256433208,0.0
PC896,0.0,0.0
PC897,0.0,0.0
PC898,0.0,0.0
PC899,0.0,0.0
PC900,0.0,0.0
PC901,0.0,0.0
PC902,0.0,0.0
PC903,0.0,0.0
PC904,0.0,0.0
PC905,0.0,0.0
PC906,0.0,0.0
PC907,-0.294969128,0.0
PC908,0.0,0.0
PC909,0.0,0.0
PC910,0.0,0.0
PC911,-1.24858548,0.0
PC912,0.0,0.0
PC913,0.0,0.0
PC914,0.0,0.0
PC915,0.0,0.0
PC916,0.0,0.0
PC917,0.644965775079366,0.0
PC918,0.0,0.0
PC919,0.0,0.0
PC920,-0.400787134,0.0
PC921,0.0,0.0
PC922,0.0,0.0
PC923,0.0,0.0
PC924,0.0,0.0
PC925,0.0,0.0
PC926,-1.126833422,0.0
PC927,0.0,0.0
PC928,0.0,0.0
PC929,0.0,0.0
PC930,0.0,0.0
PC931,1.09150704261982,0.0
PC932,1.08301080009641,0.0
PC933,0.0,0.0
PC934,0.0,0.0
PC935,0.0,0.0
PC936,0.0,0.0
PC937,0.0,0.0
PC938,-0.773763727,0.0
PC939,-0.705169722,0.0
PC940,0.0,0.0
PC941,0.0,0.0
PC942,0.0,0.0
PC943,-0.777528237,0.0
PC944,0.0,0.0
PC945,-0.746235924,0.0
PC946,0.897756845065958,0.0
PC947,0.0,0.0
PC948,0.0,0.0
PC949,0.0,0.0
PC950,0.0,0.0
PC951,-0.369271426,0.0
PC952,0.0,0.0
PC953,0.0,0.0
PC954,1.28839353144507,0.0
PC955,0.0,0.0
PC956,0.0,0.0
PC957,0.0,0.0
PC958,0.413386754794173,0.0
PC959,0.0,0.0
PC960,-0.716088129,0.0
PC961,0.0,0.0
PC962,0.0,0.0
PC963,0.0,0.0
PC964,0.0,0.0
PC965,0.0,0.0
PC966,-1.085042175,0.0
PC967,0.0,0.0
PC968,0.0,0.0
PC969,0.0,0.0
PC970,0.0,0.0
PC971,0.0,0.0
PC972,0.0,0.0
PC973,0.0,0.0
PC974,0.0,0.0
PC975,0.0,0.0
PC976,0.0,0.0
PC977,0.0,0.0
PC978,0.0,0.0
PC979,0.0,0.0
PC980,0.0,0.0
PC981,0.0,0.0
PC982,0.0,0.0
PC983,0.0,0.0
PC984,-1.127678163,0.0
PC985,1.55608591085438,0.0
PC986,0.0,0.0
PC987,0.0,0.0
PC988,0.0,0.0
PC989,0.548902260235087,0.0
PC990,0.0,0.0
PC991,0.952229123479904,0.0
PC992,0.0,0.0
PC993,0.0,0.0
PC994,0.0,0.0
PC995,0.0,0.0
PC996,0.0,0.0
PC997,0.0,0.0
PC998,0.0,0.0
PC999,0.386579007646746,0.0
PC1000,0.0,0.0
PC1001,0.0,0.0
PC1002,-0.959654306,0.0
PC1003,0.0,0.0
PC1004,-0.336483838,0.0
PC1005,0.0,0.0
PC1006,0.0,0.0
PC1007,0.0,0.0
PC1008,0.0,0.0
PC1009,0.0,0.0
PC1010,0.0,0.0
PC1011,0.0,0.0
PC1012,0.0,0.0
PC1013,0.0,0.0
PC1014,-0.926140651,0.0
PC1015,0.0,0.0
PC1016,0.0,0.0
PC1017,0.0,0.0
PC1018,0.0,0.0
PC1019,0.004850851,0.0
PC1020,-0.936839725,0.0
PC1021,0.0,0.0
PC1022,0.431185615969209,0.0
PC1023,0.0,0.0
PC1024,0.0,0.0
PC1025,0.0,0.0
PC1026,0.0,0.0
PC1027,0.0,0.0
PC1028,0.0,0.0
PC1029,0.0,0.0
PC1030,0.0,0.0
PC1031,0.0,0.0
PC1032,0.0,0.0
PC1033,0.0,0.0
PC1034,-0.034978083,0.0
PC1035,0.0,0.0
PC1036,0.0,0.0
PC1037,0.506551586478316,0.0
PC1038,0.0,0.0
PC1039,0.0,0.0
PC1040,0.509998066,0.0
PC1041,0.0,0.0
PC1042,0.0,0.0
PC1043,0.0,0.0
PC1044,0.0,0.0
PC1045,0.0,0.0
PC1046,0.0,0.0
PC1047,0.0,0.0
PC1048,0.0,0.0
PC1049,0.0,0.0
PC1050,0.0,0.0
PC1051,0.0,0.0
PC1052,-1.003645386,0.0
PC1053,-0.435529781,0.0
PC1054,0.0,0.0
PC1055,0.0,0.0
PC1056,0.0,0.0
PC1057,0.0,0.0
PC1058,0.0,0.0
